,cpi,cpi_core,cpi_local,cpi_import,cpi_food,cpi_clothing,cpi_ameu,cpi_trans,cpi_house_energie,cpi_health,cpi_cult,cpi_educ,cpi_hotel,cpi_other,w_cpi_food,w_cpi_clothing,w_cpi_house_energie,w_cpi_trans,w_cpi_ameu,w_cpi_health,w_cpi_cult,w_cpi_educ,w_cpi_hotel,w_cpi_other,ir,eur_gnf,M2,CNE,CNP,ir_ib_7j,bdt_91j,bdt_182j,bdt_364j,res_ex,cre_etat,av_ext_net,usd_gnf,usd_gnf_p,eur_gnf,eur_gnf_p
Comments,IPC: Indice generale,,IPC:Produits locaux,IPC: Produits importés,IPC: Alimentation,IPC: Habillement et chaussures,IPC: Ameublement/Equipement mï¿½nager,IPC: Transport,IPC: Logement/Electricitï¿½/Eau/Gaz,IPC: Santï¿½,IPC: Loisir/spectacle/culture,IPC: Enseignement,IPC: Hotels cafï¿½ restaurants,IPC: Autres biens et services,,,,,,,,,,,Taux directeur,EUR/GNF,,Credit Nette sur l'Etat,Credit Nette sur le Secteur Prive,Taux d'interet interbancaire a 7 jours,Taux du bons du Tresor á 91 jours,Taux du bons du Tresor á 182 jours,Taux du bons du Tresor á 364 jours,Reserves excedantaires (GNF),Créances net sur l'état,Avoirs exterieurs net (mln USD),USD/GNF: Taux de change officiel,USD/GNF: Taux de change parallel,EUR/GNF: Taux de change officiel,EUR/GNF: Taux de change parallel
2015M03,737.5,0.06,839.1,586.4,1129.4,483.8,545.3,497.7,522.4,626.9,322.8,357.2,635.6,306.3,3756,732,1088,1121,830,1120,364,90,220,679,11,7916.8872,15438.028,7866.56,5985.903,,6.652,,,,7175.633,461.8322822,7290.3323,7525.0045,7916.88727,8285.58818
2015M04,743,0.052,846.7,589,1139.7,484.5,546.9,497.8,529.3,632.7,324.8,357.2,635.6,306.6,3756,732,1088,1121,830,1120,364,90,220,679,11,7913.741038,15754.851,8419.659,6208.148,,,,,,7714.365,420.7537551,7352.2471,7512.5757,7913.74095,8198.02238
2015M05,744.3,0.053,848.8,588.9,1142,484.3,546.6,497.6,530,636,324.8,357.2,635.6,306.6,3756,732,1088,1121,830,1120,364,90,220,679,11,8283.707526,16224.848,8539.863285,6490.895003,,,7.782,,,8298.089,333.6750506,7414.7379,7578.9447,8283.70737,8508.76947
2015M06,748.8,0.053,855.4,590.5,1151.4,487.1,533,497.6,533,636.7,326.8,357.2,635.6,306.6,3756,732,1088,1121,830,1120,364,90,220,679,11,8362.758427,16532.166,8610.248,6670.519,,,8.83686262,,,8425.589279,306.2608129,7464.6791,7710.4509,8362.75818,8606.285
2015M07,752.7,0.049,861.3,591.4,1159.6,487.9,552.3,497.6,537.3,637.6,328,357.2,635.6,306.8,3756,732,1088,1121,830,1120,364,90,220,679,11,8254.33619,16954.32,9230.873,6721.878,,,9.4,,,8497.86,289.427487,7498.1286,7903.489,8254.33619,8790.15619
2015M08,752.2,0.048,867.5,593.3,1169,491.2,553.8,497.4,539,640.7,329,357.2,635.9,306.9,3756,732,1088,1121,830,1120,364,90,220,679,11,8418.522052,16854.226,9532.825,7093.094,,9.459617647,10.376,,,9130.676,217.2944694,7565.6538,8270.4729,8418.52143,9119.28238
2015M09,763.9,0.049,877.5,595.1,1181.6,494.6,564,497.5,542.4,645.1,331.2,357.2,633,307.2,3756,732,1088,1121,830,1120,364,90,220,679,11,8559.522186,17299.272,9617.199,7197.838,,7.5882,9.689,,,9434.844,179.9162309,7625.4771,8433.8857,8559.52286,9360.31429
2015M10,767.9,0.045,,,1190.8,496.8,564.4,496.4,545.3,645.4,333,357.6,633,307.2,3756,732,1088,1121,830,1120,364,90,220,679,11,8598.2671,17346.988,9896.262,7465.317,,8.588545455,,,,9535.744,184.0411091,7641.5295,8472.915,8598.268,9448.331
2015M11,770.7,0.043,881,596,1196.3,501.1,564.2,496.4,547.4,646.4,334.1,360.4,634.2,307.2,3756,732,1088,1121,830,1120,364,90,220,679,11,8275.920033,17132.184,9824.441571,7506.754737,,,,,,9836.509,181.4495726,7696.8919,8689.0843,8275.91905,9501.11667
2015M12,772.9,0.042,884.2,596.7,1199.6,502.2,569.8,496.4,548.7,648.6,334.1,363.3,634.5,307.1,3756,732,1088,1121,830,1120,364,90,220,679,11,8550.902279,17644.343,9852.129924,7583.368267,,12.025,,,,9779.787014,161.0634398,7874.8942,8724.0332,8550.90211,9330.17368
2016M01,778,0.043,899.3,597.8,1208.7,503.7,577.4,496.4,551.5,654.6,334.3,364.4,634.5,307.1,3756,732,1088,1121,830,1120,364,90,220,679,11,9225.52665,18237.518,9833.038663,8345.75,9,13.61475806,,,1.23E+11,9810.631261,161.2135318,8494.4674,8751.9711,9223.41158,9415.87526
2016M02,786.3,0.044,911.2,600.7,1226,507.4,580,496.4,556,660.6,334.7,364.3,634.5,307.9,3756,732,1088,1121,830,1120,364,90,220,679,11,9856.311155,18312.029,9582.538663,8384.73,,,,,2.16E+11,9795.963,131.7278187,8873.044,8995.9985,9856.3115,9849.3325
2016M03,794,0.044,922.4,603.1,1242.9,509.4,580.5,496.6,560.1,667.1,335.1,364.3,634.5,307.9,3756,732,1088,1121,830,1120,364,90,220,679,11,9886.906818,18201.129,9157.765,8244.904,9,,,,2.09E+11,9550.332,137.5648979,8922.5095,8994.6582,9886.90682,9836.89318
2016M04,801.6,0.044,932.4,607.3,1258.7,511.7,584.7,497,562.8,671.4,339.4,364.3,639.1,309.7,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10148.01181,18267.738,9739.321,7688.715,,,,,4.40E+11,9131.532,164.4624795,8944.9315,9020.082,10148.0125,10012.2505
2016M05,805.1,0.043,938.2,607.5,1266.7,513.8,586.7,496.9,564.7,671.5,339.6,364.3,640.9,309.7,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10144.36908,18443.27,9705.53595,7440.666279,12.58,,,,1.35E+11,9722.533,176.6408041,8951.495,9009.5875,10144.368,10068.637
2016M06,810.7,0.041,947,608.1,1279.6,515.5,587.7,496.8,566.1,673.2,340.3,368.8,640.9,310.2,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10084.19095,18335.634,9387.848121,7573.135743,13.69,15.88,,,-15293249090,9692.203318,197.6028172,8969.8205,9067.9129,10084.191,10079.0471
2016M07,815.8,0.041,954,609.1,1292.8,515.6,585.6,496.8,568.9,674,339.8,368.8,640.9,309.5,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9934.093585,18582.48,9135.789697,7681.54,12,,15.81,,2.85E+11,9381.459034,224.2370369,8978.801,9158.016,9934.0935,10069.334
2016M08,820.5,0.041,962.5,609.5,1304,516.4,588.2,496.8,570,674.9,339.7,369.8,640.9,309.6,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10113.63679,18404.153,9621.159,7859.545,12,14.65,15.38,15.99,7.71E+11,9131.773,241.1297613,9011.2386,9254.6586,10104.6555,10190.075
2016M09,828.5,0.038,975.5,610.1,1323.6,518.1,586.7,496.8,571.4,678.6,340.2,370.5,640.9,309.6,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10155.84272,18640.144,9663.65,7769.922,11.5,14.03,15.51,15.39,6.35E+11,9611.714,245.5968892,9059.7571,9160.8714,10155.8443,10153.5314
2016M10,833.7,0.039,983.8,610.7,1335.5,519.6,591,496.8,572,680.6,340.2,375.4,640.9,309.6,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9987.883245,18616.071,9567.592,7854.89,,14.38,,14.98,6.96E+11,9654.535,270.5241481,9055.9325,9211.499,9987.883,10208.666
2016M11,837.2,0.038,980.8,611.1,1343.1,520.1,592.7,496.8,575.2,682.3,337.8,374.7,640.9,309.6,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9818.249995,18859.256,10072.442,8000.633,,,14.98,14.96,6.35E+11,9557.996,271.8648713,9077.6445,9255.38,9818.24909,10180.7191
2016M12,840.1,0.036,985,611.7,1350.5,520.6,589.5,497.2,575.8,683.4,338.4,374.7,643.1,309.7,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9677.454235,19394.658,10155.002,8033.314,,,15.05,,8.74E+11,10062.646,262.4951423,9176.176,9473.9175,9677.454,10127.8335
2017M01,844.7,0.034,1000.3,613.4,1359.2,522.3,593.2,497.2,580.1,686.8,339.7,374.7,643.1,309.3,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9830.384995,19623.436,10345.807,7906.627,,,15.17,15.27,6.21E+11,10144.973,268.8527097,9259.5614,9522.3014,9830.38619,10015.079
2017M02,851.9,0.032,1012.3,613.6,1377.5,522.6,597.6,497.2,577,689.5,340.7,374.7,643.1,309.2,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9898.54123,19641.759,10446.107,7865.263,,13.04,14.89,15.36,5.79E+11,10335.865,281.4360902,9292.344,9408.7915,9898.542,9994.749
2017M03,860.3,0.031,1025.5,614.9,1398.7,523.4,601,497.3,578,689.3,341,374.7,643.1,309.5,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9910.69837,19774.822,10065.641,7707.758,11,14.02,13.52,15.22,8.42E+11,10436.621,256.1270961,9279.3357,9350.6883,9910.69739,9914.79
2017M04,870.1,0.03,1040.9,616.3,1421,524.3,605.2,497.3,580.6,694.9,341.7,374.7,643.1,310.2,3756,732,1088,1121,830,1120,364,90,220,679,12.5,9801.481705,20354.381,10210.59,7872.003,,12.69,13.81,14.54,6.46E+11,10056.868,274.8561957,9155.6779,9239.7116,9801.48,9893.96895
2017M05,874.4,0.030166436,1047.9,616.6,1431.9,524.1,605.2,497.3,581.4,696.2,341.8,374.3,643.1,310.2,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10040.80069,21006.704,9943.598,7794.294,,13.46,14.68,15.56,6.66E+11,10201.316,279.2970991,9097.7986,9163.9686,10040.8005,9976.66667
2017M06,881.2,0.031828403,1058.6,617.6,1450.8,525.4,593.4,497.2,581,701.5,342.2,374.7,643.1,310,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10077.21564,21101.528,9844.611,7522.396,12.68,15.23,15.21,15.57,9.70E+11,9934.298,294.6479561,8975.9865,9067.415,10077.216,10066.2485
2017M07,889.2,0.032,1071.6,618.3,1469.1,525.7,595.2,497.3,589.6,702,342.4,374.7,643.1,310,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10370.89227,21325.627,10095.57,7572.212,11.38,14.77,15.45,15.57,5.67E+11,9834.565,319.8161814,9019.5781,9147.5405,10370.8914,10441.5071
2017M08,896.2,0.035,1082.9,618.8,1486.4,524.5,596.8,497.2,591.9,703.7,344.5,374.7,640.9,309.8,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10597.79153,21202.905,10521.84331,7606.588,,12.21,13,13.94,9.73E+11,10085.307,319.2182309,8982.0036,9051.7427,10597.7914,10606.9709
2017M09,905.3,0.036,1096.9,620.6,1506.1,525.9,602.3,497.2,596.2,708.8,344.9,380.8,640.9,310,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10728.25036,20989.95,10185.248,7773.696,,8.97,10.51,11.73,7.71E+11,10511.41131,299.0321102,8994.264,9044.9575,10728.2495,10682.9565
2017M10,911.1,0.037,1106.3,621,1518.6,526.6,604.5,497.1,599.3,713.6,344.9,380.8,640.9,310,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10579.66841,21198.299,10778.974,7869.281,,,8.56,10.92,2.44E+11,10175.049,328.5427935,8996.6152,9056.0714,10579.669,10657.3829
2017M11,916.1,0.037,1103,622.6,1531,526.3,604.8,497.1,600.1,715.3,345.5,380.8,640.9,310.1,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10548.64461,22103.619,11592.784,7869.144,,7.2,8.5,9.85,9.05E+11,10774.834,302.571,9002.0091,9024.9982,10548.6455,10631.4936
2017M12,920.3,0.04,1109.7,623.1,1541.8,526.5,605.3,497.1,600.6,716,345.5,380.8,640.9,310.1,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10652.01949,22434.244,11113.19421,8220.16888,,7.77,8.24,10.29,1.38E+12,11588.965,305.9208218,9004.6621,9069.7184,10652.0205,10680.6595
2018M01,926,0.04,1130,622.9,1554.5,526.4,608.7,497.1,607.8,715,345.1,380.8,640.9,310,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10955.19585,23055.149,11722.55691,8259.679178,,7.4,7.79,11.98,1.76E+12,11109.53794,322.1349464,9000.27,9067.7432,10955.1977,10867.8418
2018M02,934.6,0.039,1143.6,624.1,1575.7,526.1,609.3,497.1,610.8,717.4,345.6,380.8,640.9,310.1,3756,732,1088,1121,830,1120,364,90,220,679,12.5,11128.02214,22951.43,11384.7242,8134.007063,,7.61,9.91,12.13,9.48E+11,11718.11883,348.7078228,9001.3125,9076.2925,11128.0225,11248.1675
2018M03,943.8,0.039,1156.8,627.5,1594.6,528.2,611.1,497,618.6,725.1,347.6,380.8,643.1,310.2,3756,732,1088,1121,830,1120,364,90,220,679,12.5,11100.40115,23248.543,10867.98659,8049.59661,,7.13,9.38,10.4,1.27E+12,11380.24249,384.9717865,9002.2995,9064.1664,11100.4,11164.3191
2018M04,953.2,0.042,1171,629.7,1616,529.2,614.1,497,621.7,731.4,347.4,380.8,643.1,310.2,3756,732,1088,1121,830,1120,364,90,220,679,12.5,11059.98301,23239.366,10898.8494,8114.99242,10.27364865,7.54,8.94,10.34,1.14E+12,10863.49233,376.2820249,9000.121,9013,11059.9835,11110.7525
2018M05,960.3,0.047,1182.3,630.5,1628.6,528.9,623.9,497,628.6,733.6,347.7,380.8,643.1,318.6,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10648.96481,23382.209,10429.7962,8143.259359,10.63636364,8.9,12.31,12.57,1.16E+12,10893.83471,402.0924384,8998.2524,9013.1338,10648.9648,10706.8257
2018M06,968.1,0.04,1197.3,627.6,1650,528.7,620,497,628.9,734.2,347.7,380.8,642.7,318.6,3756,732,1088,1121,830,1120,364,90,220,679,12.5,10504.43358,23423.643,,,10.28571429,10.09,12.66,13.6,8.48E+11,10424.45509,431.2183533,8999.8132,9036.6674,10504.4337,10570.7889
2018M07,,,,,,,,,,,,,,,,,,,,,,,,,12.5,10497.4352,,,,,9.76,11.65,13.08,,,,9010.4136,9101.7414,10527.0723,10549.9982
2018M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,11.54,12.57,,,,9004.961,9054.4043,10415.1067,10538.491
