,dts_gnf_off,usd_gnf_off,eur_gnf_off,usd_gnf_p,eur_gnf_p,usd_gnf_gap,eur_gnf_gap
2007.03.16,7894.53,5243.00,6934.39,5350.00,7350.00,0.02,0.06
2007.03.19,7944.22,5242.00,7000.96,5450.00,7450.00,0.04,0.06
2007.03.20,7772.96,5150.00,6817.85,5250.00,7450.00,0.02,0.08
2007.03.21,7623.84,5050.00,6714.48,5200.00,7400.00,0.03,0.09
2007.03.22,7681.35,5085.00,6759.49,5200.00,7400.00,0.02,0.09
2007.03.23,7675.97,5070.00,6768.96,5200.00,7400.00,0.03,0.09
2007.03.26,7656.04,5065.00,6750.13,5350.00,7500.00,0.05,0.10
2007.03.27,7559.24,5010.00,6645.77,5250.00,7450.00,0.05,0.11
2007.03.28,7476.69,4945.00,6600.09,5150.00,7400.00,0.04,0.11
2007.03.29,7339.33,4850.00,6473.78,5000.00,7350.00,0.03,0.12
2007.03.30,6960.89,4600.00,6141.92,4825.00,6600.00,0.05,0.07
2007.04.02,6644.82,4400.00,5859.92,4500.00,6550.00,0.02,0.11
2007.04.04,5750.79,3800.00,5076.04,3900.00,5500.00,0.03,0.08
2007.04.05,5467.02,3615.00,4826.75,3850.00,5300.00,0.06,0.09
2007.04.06,5445.87,3600.00,4814.28,3750.00,5300.00,0.04,0.09
2007.04.10,5478.47,3625.00,4843.11,3850.00,5250.00,0.06,0.08
2007.04.11,5505.57,3635.00,4880.35,3900.00,5300.00,0.07,0.08
2007.04.12,5530.32,3650.00,4897.57,4000.00,5400.00,0.09,0.09
2007.04.13,5686.11,3750.00,5050.12,4000.00,5400.00,0.06,0.06
2007.04.16,6088.16,4000.00,5412.80,4100.00,5650.00,0.02,0.04
2007.04.17,6109.58,4015.00,5440.33,4150.00,5600.00,0.03,0.03
2007.04.18,6095.77,4005.00,5426.38,4150.00,5550.00,0.03,0.02
2007.04.19,6082.98,3985.00,5410.44,4100.00,5500.00,0.03,0.02
2007.04.20,6108.34,4003.00,5444.48,4200.00,5600.00,0.05,0.03
2007.04.23,6104.63,4001.00,5443.76,4200.00,5650.00,0.05,0.04
2007.04.24,6254.01,4105.00,5565.15,4300.00,5650.00,0.05,0.02
2007.04.25,5928.84,3890.00,5283.40,4000.00,5500.00,0.03,0.04
2007.04.26,5729.23,3750.00,5118.38,3800.00,5200.00,0.01,0.02
2007.04.27,5337.25,3500.00,4758.60,3600.00,5000.00,0.03,0.05
2007.04.30,5378.21,3525.00,4809.16,3700.00,5000.00,0.05,0.04
2007.05.02,4731.26,3100.00,4223.17,3200.00,4500.00,0.03,0.06
2007.05.03,4790.63,3150.00,4280.22,3250.00,4500.00,0.03,0.05
2007.05.04,4569.01,3000.00,4083.90,3100.00,4200.00,0.03,0.03
2007.05.07,4599.26,3025.00,4102.20,3200.00,4200.00,0.05,0.02
2007.05.08,4624.91,3035.00,4132.52,3250.00,4250.00,0.07,0.03
2007.05.09,4647.17,3055.00,4141.97,3250.00,4200.00,0.06,0.01
2007.05.10,4798.43,3157.00,4273.00,3300.00,4350.00,0.04,0.02
2007.05.15,4839.65,3185.00,4315.35,3300.00,4350.00,0.03,0.01
2007.05.16,4842.45,3190.00,4318.62,3350.00,4380.00,0.05,0.01
2007.05.17,4873.20,3203.00,4347.75,3300.00,4400.00,0.03,0.01
2007.05.18,4847.55,3196.00,4319.72,3500.00,4600.00,0.09,0.06
2007.05.21,4844.10,3198.00,4309.94,3500.00,4600.00,0.09,0.06
2007.05.22,4840.56,3200.00,4302.08,3500.00,4600.00,0.09,0.06
2007.05.24,4851.46,3205.00,4323.54,3400.00,4600.00,0.06,0.06
2007.05.28,4857.46,3210.00,4314.56,3300.00,4600.00,0.03,0.06
2007.05.29,4865.03,3215.00,4321.28,3500.00,4600.00,0.08,0.06
2007.05.30,4881.11,3220.00,4349.90,3400.00,4600.00,0.05,0.05
2007.05.31,4878.96,3225.00,4338.59,3250.00,4850.00,0.01,0.11
2007.06.04,4869.71,3220.00,4326.39,3450.00,4850.00,0.07,0.11
2007.06.07,4880.63,3215.00,4344.43,3850.00,5000.00,0.16,0.13
2007.06.08,4887.76,3225.00,4344.07,4000.00,5000.00,0.19,0.13
2007.06.11,4870.17,3230.00,4313.67,4000.00,5000.00,0.19,0.14
2007.06.12,4864.88,3225.00,4303.76,3850.00,5000.00,0.16,0.14
2007.06.14,4888.59,3250.00,4318.27,4100.00,5200.00,0.21,0.17
2007.06.18,4920.99,3260.00,4369.70,4190.00,5200.00,0.22,0.16
2007.06.19,4936.38,3270.00,4382.78,3900.00,5000.00,0.16,0.12
2007.06.20,5064.40,3350.00,4498.04,3900.00,5000.00,0.14,0.10
2007.06.21,5025.60,3330.00,4463.58,3900.00,5000.00,0.15,0.11
2007.06.22,5024.36,3325.00,4469.13,3900.00,5000.00,0.15,0.11
2007.06.26,5072.39,3350.00,4509.10,4000.00,5000.00,0.16,0.10
2007.06.27,5077.96,3355.00,4508.45,4000.00,4900.00,0.16,0.08
2007.06.28,5088.18,3360.00,4524.91,3920.00,5000.00,0.14,0.10
2007.06.29,5092.31,3350.00,4537.68,3920.00,5000.00,0.15,0.09
2007.07.02,5078.28,3340.00,4538.39,3920.00,5000.00,0.15,0.09
2007.07.03,5071.02,3335.23,4531.91,3900.00,4980.00,0.14,0.09
2007.07.04,5058.36,3324.71,4521.93,3900.00,5000.00,0.15,0.10
2007.07.05,5082.36,3340.48,4543.39,3650.00,5000.00,0.08,0.09
2007.07.06,5367.25,3523.25,4805.71,3750.00,5100.00,0.06,0.06
2007.07.09,5366.60,3530.07,4799.48,3750.00,5000.00,0.06,0.04
2007.07.10,5362.64,3524.02,4800.07,3725.00,5000.00,0.05,0.04
2007.07.11,5345.68,3510.56,4797.54,3725.00,5000.00,0.06,0.04
2007.07.12,5363.72,3504.69,4820.01,3700.00,4975.00,0.05,0.03
2007.07.13,5375.29,3508.97,4838.16,3700.00,4985.00,0.05,0.03
2007.07.16,5385.41,3518.76,4849.56,3750.00,5000.00,0.06,0.03
2007.07.17,5511.27,3595.15,4954.48,3900.00,5200.00,0.08,0.05
2007.07.18,5813.63,3794.18,5224.97,3900.00,5350.00,0.03,0.02
2007.07.19,5716.50,3728.76,5137.86,3950.00,5250.00,0.06,0.02
2007.07.20,5863.78,3821.74,5281.65,4000.00,5350.00,0.04,0.01
2007.07.23,5869.50,3828.75,5284.82,4000.00,5400.00,0.04,0.02
2007.07.24,5894.52,3838.11,5304.66,4000.00,5400.00,0.04,0.02
2007.07.26,5826.08,3800.44,5222.95,3950.00,5375.00,0.04,0.03
2007.07.27,5814.94,3794.65,5207.01,3950.00,5375.00,0.04,0.03
2007.07.30,5810.81,3798.10,5184.79,3950.00,5375.00,0.04,0.04
2007.07.31,5819.69,3801.77,5192.84,4000.00,5500.00,0.05,0.06
2007.08.01,5814.20,3797.09,5204.67,3975.00,5400.00,0.04,0.04
2007.08.02,5806.35,3794.32,5184.18,4000.00,5400.00,0.05,0.04
2007.08.03,5811.01,3796.44,5187.50,4000.00,5400.00,0.05,0.04
2007.08.06,5824.54,3802.78,5207.52,4100.00,5500.00,0.07,0.05
2007.08.07,5838.81,3799.28,5249.84,4000.00,5500.00,0.05,0.05
2007.08.08,5834.96,3800.26,5242.08,4050.00,5400.00,0.06,0.03
2007.08.09,5826.48,3797.92,5238.85,4050.00,5500.00,0.06,0.05
2007.08.13,5825.96,3806.65,5196.08,4050.00,5400.00,0.06,0.04
2007.08.14,5826.02,3809.19,5199.92,4050.00,5400.00,0.06,0.04
2007.08.16,5790.80,3804.97,5127.58,4050.00,5400.00,0.06,0.05
2007.08.17,5777.88,3798.52,5091.91,4000.00,5350.00,0.05,0.05
2007.08.20,5800.38,3805.40,5119.78,4000.00,5350.00,0.05,0.04
2007.08.21,5809.07,3810.92,5135.60,4100.00,5500.00,0.07,0.07
2007.08.22,5828.06,3819.96,5160.00,4100.00,5500.00,0.07,0.06
2007.08.23,5828.55,3822.98,5158.35,4100.00,5500.00,0.07,0.06
2007.08.24,5846.59,3827.69,5195.71,4100.00,5500.00,0.07,0.06
2007.08.27,5861.11,3832.28,5217.65,4150.00,5550.00,0.08,0.06
2007.08.28,5876.95,3836.77,5240.26,4150.00,5550.00,0.08,0.06
2007.08.29,5889.88,3841.39,5248.87,4200.00,5600.00,0.09,0.06
2007.08.30,5877.58,3835.02,5227.52,4200.00,5600.00,0.09,0.07
2007.09.03,5885.63,3840.22,5263.03,4200.00,5700.00,0.09,0.08
2007.09.04,5901.35,3850.48,5277.08,4200.00,5750.00,0.08,0.08
2007.08.05,5852.29,3824.93,5194.25,4200.00,5700.00,0.09,0.09
2007.09.06,5843.79,3819.87,5190.43,4150.00,5650.00,0.08,0.08
2007.09.07,5854.56,3815.24,5215.05,4200.00,5600.00,0.09,0.07
2007.09.10,5848.51,3809.25,5217.15,4200.00,5600.00,0.09,0.07
2007.09.11,5888.03,3817.08,5265.66,4200.00,5600.00,0.09,0.06
2007.09.12,5912.92,3829.02,5293.24,4250.00,5700.00,0.10,0.07
2007.09.13,5953.31,3850.36,5346.23,4300.00,5800.00,0.10,0.08
2007.09.18,5953.59,3862.26,5359.66,4300.00,5800.00,0.10,0.08
2007.09.19,5941.20,3857.75,5349.54,4300.00,5900.00,0.10,0.09
2007.09.20,5945.91,3852.09,5383.29,4300.00,5900.00,0.10,0.09
2007.09.21,5955.99,3847.89,5398.58,4300.00,5850.00,0.11,0.08
2007.09.24,5993.51,3868.27,5434.54,4350.00,5800.00,0.11,0.06
2007.09.25,6015.61,3871.25,5463.50,4350.00,5900.00,0.11,0.07
2007.09.26,6023.16,3880.34,5473.60,4400.00,5850.00,0.12,0.06
2007.09.27,6069.56,3908.76,5521.90,4400.00,5900.00,0.11,0.06
2007.09.28,6060.19,3898.94,5528.70,4350.00,5900.00,0.10,0.06
2007.10.01,6058.66,3892.12,5518.63,4350.00,5900.00,0.11,0.06
2007.10.03,6059.25,3896.25,5519.03,4375.00,6100.00,0.11,0.10
2007.10.04,6050.74,3888.49,5519.72,4400.00,6100.00,0.12,0.10
2007.10.05,6040.83,3893.46,5493.29,4400.00,6100.00,0.12,0.10
2007.10.08,6065.46,3904.78,5519.80,4400.00,6050.00,0.11,0.09
2007.10.09,6406.67,4140.16,5834.44,4500.00,6100.00,0.08,0.04
2007.10.11,6486.83,4176.05,5907.44,4500.00,6250.00,0.07,0.05
2007.10.12,6526.69,4196.93,5959.22,4550.00,6250.00,0.08,0.05
2007.10.15,6551.65,4217.92,5978.05,4500.00,6200.00,0.06,0.04
2007.10.16,6498.67,4175.05,5939.42,4450.00,6150.00,0.06,0.03
2007.10.17,6517.27,4195.92,5937.23,4450.00,6150.00,0.06,0.03
2007.10.18,6523.87,4197.90,5961.02,4450.00,6100.00,0.06,0.02
2007.10.19,6535.69,4189.50,5990.57,4425.00,6100.00,0.05,0.02
2007.10.22,6404.08,4105.14,5869.94,4250.00,6050.00,0.03,0.03
2007.10.23,6395.28,4094.48,5850.18,4250.00,6100.00,0.04,0.04
2007.10.24,6353.68,4074.00,5807.08,4150.00,6000.00,0.02,0.03
2007.10.25,6351.10,4068.35,5789.26,4150.00,6000.00,0.02,0.04
2007.10.26,6398.01,4088.79,5850.64,4200.00,6100.00,0.03,0.04
2007.10.29,6414.49,4092.93,5887.26,4225.00,6100.00,0.03,0.03
2007.10.30,6422.84,4098.26,5894.93,4250.00,6100.00,0.04,0.03
2007.10.31,6419.83,4096.33,5898.72,4250.00,6100.00,0.04,0.03
2007.11.01,6471.16,4116.81,5947.56,4250.00,6150.00,0.03,0.03
2007.11.02,6496.51,4137.40,5967.37,4275.00,6150.00,0.03,0.03
2007.11.05,6496.20,4124.99,5972.57,4275.00,6200.00,0.04,0.04
2007.11.06,6474.79,4112.61,5958.35,4250.00,6150.00,0.03,0.03
2007.11.07,6518.88,4133.17,6012.53,4250.00,6200.00,0.03,0.03
2007.11.08,6588.64,4153.84,6115.28,4275.00,6200.00,0.03,0.01
2007.11.09,6607.22,4166.30,6110.30,4275.00,6200.00,0.03,0.01
2007.11.12,6640.70,4178.80,6135.74,4250.00,6200.00,0.02,0.01
2007.11.13,6593.01,4162.09,6067.91,4275.00,6200.00,0.03,0.02
2007.11.14,6574.14,4149.60,6061.35,4200.00,6200.00,0.01,0.02
2007.11.15,6616.19,4170.35,6130.41,4200.00,6200.00,0.01,0.01
2007.11.16,6573.07,4153.67,6080.55,4275.00,6150.00,0.03,0.01
2007.11.19,6562.28,4141.20,6068.52,4275.00,6200.00,0.03,0.02
2007.11.20,6595.09,4161.91,6098.86,4275.00,6200.00,0.03,0.02
2007.11.22,6632.27,4161.81,6165.30,4275.00,6200.00,0.03,0.01
2007.11.23,6665.43,4182.62,6196.13,4200.00,6250.00,0.00,0.01
2007.11.26,6685.42,4195.16,6214.72,4200.00,6250.00,0.00,0.01
2007.11.27,6705.48,4207.75,6233.36,4225.00,6250.00,0.00,0.00
2007.11.28,6704.37,4195.13,6239.83,4200.00,6250.00,0.00,0.00
2007.11.29,6650.52,4182.54,6167.99,4200.00,6245.00,0.00,0.01
2007.11.30,6734.92,4195.09,6251.76,4200.00,6265.00,0.00,0.00
2007.12.03,6690.95,4207.67,6210.94,4235.00,6265.00,0.01,0.01
2007.12.04,6651.65,4195.05,6152.46,4200.00,6200.00,0.00,0.01
2007.12.05,6637.79,4174.07,6153.01,4200.00,6200.00,0.01,0.01
2007.12.06,6603.48,4186.60,6093.17,4200.00,6200.00,0.00,0.02
2007.12.11,6641.51,4195.39,6174.77,4225.00,6300.00,0.01,0.02
2007.12.12,6614.69,4178.61,6130.85,4220.00,6300.00,0.01,0.03
2007.12.13,6632.99,4186.96,6144.37,4250.00,6250.00,0.01,0.02
2007.12.14,6596.81,4166.03,6007.32,4225.00,6200.00,0.01,0.03
2007.12.17,6581.40,4185.61,6072.90,4250.00,6200.00,0.02,0.02
2007.12.19,6537.71,4175.15,6009.29,4250.00,6200.00,0.02,0.03
2007.12.24,6508.67,4164.71,5988.85,4225.00,6200.00,0.01,0.03
2007.12.26,6495.65,4156.38,5976.87,4200.00,6100.00,0.01,0.02
2007.12.27,6498.78,4147.65,5989.43,4200.00,6100.00,0.01,0.02
2007.12.28,6531.05,4167.14,6049.03,4200.00,6100.00,0.01,0.01
2007.12.31,6600.77,4181.73,6143.80,4200.00,6150.00,0.00,0.00
2008.01.02,6584.27,4171.28,6128.44,4200.00,6150.00,0.01,0.00
2008.01.03,6594.11,4177.53,6135.96,4225.00,6200.00,0.01,0.01
2008.01.04,6607.62,4167.09,6148.53,4225.00,6200.00,0.01,0.01
2008.01.07,6618.99,4183.76,6161.42,4200.00,6150.00,0.00,0.00
2008.01.08,6647.14,4204.68,6190.54,4250.00,6200.00,0.01,0.00
2008.01.09,6683.61,4225.70,6213.89,4250.00,6250.00,0.01,0.01
2008.01.10,6717.01,4246.82,6244.95,4300.00,6300.00,0.01,0.01
2008.01.11,6723.83,4251.13,6251.29,4300.00,6300.00,0.01,0.01
2008.01.14,6752.49,4264.04,6307.37,4300.00,6350.00,0.01,0.01
2008.01.15,6795.73,4270.54,6360.96,4300.00,6380.00,0.01,0.00
2008.01.16,6797.27,4276.27,6365.66,4300.00,6380.00,0.01,0.00
2008.01.17,6787.08,4274.60,6322.99,4325.00,6350.00,0.01,0.00
2008.01.18,6755.03,4270.88,6274.35,4325.00,6300.00,0.01,0.00
2008.01.21,6769.52,4282.16,6283.64,4325.00,6300.00,0.01,0.00
2008.01.22,6762.26,4277.57,6276.91,4300.00,6300.00,0.01,0.00
2008.01.23,6754.39,4285.38,6211.22,4300.00,6325.00,0.00,0.02
2008.01.24,6763.49,4281.06,6239.22,4300.00,6350.00,0.00,0.02
2008.01.25,6782.55,4283.88,6281.45,4300.00,6350.00,0.00,0.01
2008.01.28,6799.25,4291.01,6309.93,4300.00,6375.00,0.00,0.01
2008.01.29,6778.37,4269.56,6299.73,4275.00,6350.00,0.00,0.01
2008.01.30,6822.63,4289.62,6337.06,4325.00,6400.00,0.01,0.01
2008.01.31,6816.86,4282.91,6342.98,4325.00,6400.00,0.01,0.01
2008.02.01,6866.53,4304.32,6400.52,4330.00,6425.00,0.01,0.00
2008.02.04,6902.11,4325.84,6440.74,4365.00,6475.00,0.01,0.01
2008.02.05,6897.19,4337.69,6432.36,4375.00,6500.00,0.01,0.01
2008.02.06,6898.91,4359.38,6403.06,4375.00,6425.00,0.00,0.00
2008.02.07,6928.67,4378.19,6430.68,4400.00,6500.00,0.01,0.01
2008.02.08,6943.12,4392.43,6399.33,4400.00,6500.00,0.00,0.02
2008.02.11,6873.83,4370.46,6342.86,4375.00,6500.00,0.00,0.02
2008.02.12,6872.47,4357.95,6337.34,4375.00,6500.00,0.00,0.03
2008.02.13,6900.55,4379.74,6367.27,4400.00,6500.00,0.00,0.02
2008.02.14,6939.28,4396.60,6412.88,4420.00,6525.00,0.01,0.02
2008.02.15,6919.70,4384.19,6394.78,4420.00,6525.00,0.01,0.02
2008.02.18,6943.95,4391.16,6443.59,4425.00,6450.00,0.01,0.00
2008.02.19,6953.87,4397.43,6452.80,4400.00,6460.00,0.00,0.00
2008.02.20,6919.10,4375.45,6420.53,4400.00,6450.00,0.01,0.00
2008.02.21,6954.90,4397.32,6479.90,4400.00,6495.00,0.00,0.00
2008.02.22,6920.12,4375.34,6447.50,4400.00,6450.00,0.01,0.00
2008.02.25,6944.43,4368.10,6485.75,4375.00,6500.00,0.00,0.00
2008.02.26,6981.17,4389.94,6529.60,4400.00,6540.00,0.00,0.00
2008.02.27,7062.51,4411.89,6637.25,4425.00,6645.00,0.00,0.00
2008.02.28,7049.43,4398.82,6651.45,4405.00,6655.00,0.00,0.00
2008.02.29,7052.86,4379.15,6641.85,4400.00,6650.00,0.00,0.00
2008.03.03,7098.29,4401.04,6690.91,4425.00,6695.00,0.01,0.00
2008.03.04,7086.56,4390.71,6676.51,4400.00,6680.00,0.00,0.00
2008.03.05,7044.27,4373.41,6645.84,4400.00,6650.00,0.01,0.00
2008.03.06,7112.38,4395.28,6710.09,4400.00,6725.00,0.00,0.00
2008.03.07,7147.94,4417.25,6802.57,4480.00,6815.00,0.01,0.00
2008.03.10,7201.06,4443.97,6801.72,4480.00,6810.00,0.01,0.00
2008.03.11,7208.91,4425.57,6806.08,4450.00,6850.00,0.01,0.01
2008.03.12,7165.71,4403.44,6815.20,4450.00,6850.00,0.01,0.01
2008.03.13,7250.67,4425.46,6896.01,4450.00,6900.00,0.01,0.00
2008.03.14,7206.48,4406.02,6856.20,4460.00,6900.00,0.01,0.01
2008.03.17,7242.52,4428.05,6890.48,4470.00,6900.00,0.01,0.00
2008.03.18,7337.43,4443.99,7011.06,4450.00,7025.00,0.00,0.00
2008.03.19,7262.27,4423.53,6941.40,4450.00,6950.00,0.01,0.00
2008.03.21,7236.43,4442.18,6851.17,4450.00,6900.00,0.00,0.01
2008.03.25,7273.55,4451.10,6929.91,4450.00,7000.00,0.00,0.01
2008.03.31,7292.27,4434.34,7011.58,4500.00,7100.00,0.01,0.01
2008.04.01,7241.83,4428.66,6935.29,4500.00,7100.00,0.02,0.02
2008.04.02,7205.26,4413.46,6899.12,4500.00,7100.00,0.02,0.03
2008.04.04,7264.67,4435.52,6973.53,4500.00,7100.00,0.01,0.02
2008.04.07,7288.08,4457.70,6995.47,4500.00,7025.00,0.01,0.00
2008.04.08,7251.48,4435.41,6960.94,4500.00,7025.00,0.01,0.01
2008.04.09,7287.74,4457.59,6995.74,4500.00,7025.00,0.01,0.00
2008.04.10,7368.38,4479.88,7111.00,4500.00,7150.00,0.00,0.01
2008.04.11,7318.74,4461.49,7063.88,4500.00,7075.00,0.01,0.00
2008.04.14,7282.15,4439.18,7038.32,4520.00,7050.00,0.02,0.00
2008.04.15,7322.64,4461.38,7061.47,4500.00,7070.00,0.01,0.00
2008.04.16,7380.69,4483.69,7141.61,4500.00,7150.00,0.00,0.00
2008.04.17,7348.57,4471.11,7096.55,4515.00,7150.00,0.01,0.01
2008.04.18,7369.32,4493.47,7090.70,4525.00,7100.00,0.01,0.00
2008.04.21,7409.90,4515.94,7179.43,4550.00,7190.00,0.01,0.00
2008.04.22,7446.95,4538.52,7215.33,4550.00,7230.00,0.00,0.00
2008.04.23,7415.79,4515.82,7188.76,4550.00,7200.00,0.01,0.00
2008.04.24,7341.08,4493.24,7085.40,4500.00,7100.00,0.00,0.00
2008.04.25,7304.37,4470.78,7049.97,4525.00,7100.00,0.01,0.01
2008.04.28,7279.08,4466.35,6980.02,4500.00,7025.00,0.01,0.01
2008.04.29,7296.53,4488.69,6989.33,4525.00,7025.00,0.01,0.01
2008.04.30,7325.08,4511.13,7010.29,4550.00,7025.00,0.01,0.00
2008.05.02,7349.18,4533.69,7008.17,4550.00,7010.00,0.00,0.00
2008.05.05,7312.43,4511.02,6973.13,4525.00,7000.00,0.00,0.00
2008.05.06,7290.86,4500.89,6958.37,4506.00,7000.00,0.00,0.01
2008.05.07,7270.00,4498.82,6941.68,4500.00,6950.00,0.00,0.00
2008.05.08,7280.24,4508.81,6919.67,4525.00,6950.00,0.00,0.00
2008.05.09,7274.56,4488.74,6938.70,4500.00,7000.00,0.00,0.01
2008.05.12,7283.54,4498.05,6940.49,4525.00,7000.00,0.01,0.01
2008.05.13,7301.13,4508.90,6976.62,4525.00,7025.00,0.00,0.01
2008.05.14,7309.36,4526.78,6988.89,4550.00,7000.00,0.01,0.00
2008.05.15,7303.56,4523.18,6983.35,4550.00,7000.00,0.01,0.00
2008.05.16,7317.42,4531.77,6996.59,4550.00,7000.00,0.00,0.00
2008.05.19,7324.73,4509.93,7025.12,4525.00,7100.00,0.00,0.01
2008.05.20,7288.11,4487.38,6989.99,4525.00,7000.00,0.01,0.00
2008.05.21,7356.08,4501.24,7090.80,4525.00,7100.00,0.01,0.00
2008.05.22,7374.57,4511.75,7108.26,4535.00,7115.00,0.01,0.00
2008.05.23,7352.86,4501.76,7086.68,4520.00,7100.00,0.00,0.00
2008.05.26,7341.03,4494.52,7075.28,4500.00,7100.00,0.00,0.00
2008.05.27,7324.83,4482.84,7061.70,4500.00,7100.00,0.00,0.01
2008.05.28,7338.07,4490.94,7074.47,4500.00,7100.00,0.00,0.00
2008.06.02,7347.91,4496.97,7083.96,4515.00,7100.00,0.00,0.00
2008.06.03,7318.27,4478.83,7055.38,4505.00,7100.00,0.01,0.01
2008.06.04,7236.73,4469.91,6913.17,4500.00,7000.00,0.01,0.01
2008.06.05,7215.63,4475.39,6892.99,4500.00,7000.00,0.01,0.02
2008.06.06,7246.39,4494.47,6922.38,4500.00,7000.00,0.00,0.01
2008.06.09,7225.73,4481.65,6902.64,4500.00,7000.00,0.00,0.01
2008.06.10,7266.53,4495.49,6979.70,4515.00,7000.00,0.00,0.00
2008.06.11,7256.67,4489.39,6970.23,4500.00,7000.00,0.00,0.00
2008.06.12,7273.56,4499.84,6986.45,4505.00,6995.00,0.00,0.00
2008.06.13,7232.94,4504.18,6907.60,4515.00,6925.00,0.00,0.00
2008.06.16,7241.51,4509.51,6915.79,4525.00,6925.00,0.00,0.00
2008.06.17,7282.42,4512.59,6984.14,4535.00,7100.00,0.00,0.02
2008.06.18,7288.63,4516.45,6990.10,4535.00,7000.00,0.00,0.00
2008.06.19,7318.02,4529.85,7012.65,4550.00,7050.00,0.00,0.01
2008.06.20,7321.77,4532.17,7016.24,4550.00,7050.00,0.00,0.00
2008.06.23,7307.26,4520.37,7016.07,4550.00,7050.00,0.01,0.00
2008.06.24,7316.72,4526.22,7025.16,4550.00,7050.00,0.01,0.00
2008.06.25,7349.80,4537.99,7078.81,4550.00,7100.00,0.00,0.00
2008.06.26,7395.80,4548.08,7154.59,4575.00,7160.00,0.01,0.00
2008.06.27,7410.15,4546.29,7159.50,4550.00,7165.00,0.00,0.00
2008.06.30,7425.04,4545.15,7164.98,4550.00,7175.00,0.00,0.00
2008.07.01,7460.74,4561.98,7196.53,4620.00,7200.00,0.01,0.00
2008.07.02,7436.63,4560.25,7207.92,4600.00,7225.00,0.01,0.00
2008.07.03,7431.95,4557.37,7203.38,4600.00,7210.00,0.01,0.00
2008.07.04,7443.00,4548.48,7141.11,4600.00,7150.00,0.01,0.00
2008.07.07,7425.39,4537.71,7078.83,4550.00,7100.00,0.00,0.00
2008.07.08,7387.38,4543.84,7127.92,4550.00,7150.00,0.00,0.00
2008.07.09,7393.91,4548.01,7147.20,4550.00,7150.00,0.00,0.00
2008.07.10,7386.67,4542.39,7135.20,4550.00,7150.00,0.00,0.00
2008.07.11,7390.96,4532.92,7177.88,4550.00,7200.00,0.00,0.00
2008.07.14,7432.87,4549.13,7209.01,4600.00,7210.00,0.01,0.00
2008.07.15,7450.30,4526.39,7237.69,4600.00,7250.00,0.02,0.00
2008.07.16,7464.38,4541.44,7198.19,4600.00,7200.00,0.01,0.00
2008.07.17,7445.95,4548.70,7209.24,4600.00,7225.00,0.01,0.00
2008.07.18,7421.35,4540.15,7180.71,4600.00,7200.00,0.01,0.00
2008.07.21,7437.57,4545.76,7208.67,4600.00,7225.00,0.01,0.00
2008.07.22,7431.33,4536.15,7221.10,4600.00,7250.00,0.01,0.00
2008.07.23,7423.01,4558.83,7176.06,4600.00,7250.00,0.01,0.01
2008.07.24,7444.61,4581.63,7182.62,4615.00,7250.00,0.01,0.01
2008.07.25,7443.08,4567.37,7186.30,4615.00,7300.00,0.01,0.02
2008.07.28,7418.74,4555.01,7172.32,4610.00,7250.00,0.01,0.01
2008.07.29,7401.92,4548.02,7142.67,4610.00,7250.00,0.01,0.01
2008.07.30,7406.67,4570.76,7125.36,4610.00,7250.00,0.01,0.02
2008.07.31,7421.82,4578.88,7148.09,4625.00,7250.00,0.01,0.01
2008.08.01,7444.13,4596.10,7157.97,4625.00,7250.00,0.01,0.01
2008.08.04,7430.26,4588.43,7142.35,4620.00,7200.00,0.01,0.01
2008.08.05,7370.51,4565.49,7070.57,4620.00,7200.00,0.01,0.02
2008.08.06,7396.77,4588.31,7101.79,4625.00,7225.00,0.01,0.02
2008.08.07,7423.56,4609.90,7131.83,4630.00,7250.00,0.00,0.02
2008.08.08,7306.56,4586.76,6914.08,4625.00,7200.00,0.01,0.04
2008.08.11,7323.92,4609.69,6920.07,4625.00,7200.00,0.00,0.04
2008.08.12,7265.58,4594.67,6849.28,4625.00,7200.00,0.01,0.05
2008.08.13,7295.88,4617.65,6866.90,4650.00,7200.00,0.01,0.05
2008.08.14,7268.29,4600.72,6858.30,4625.00,7200.00,0.01,0.05
2008.08.18,7215.42,4594.99,6756.47,4625.00,7200.00,0.01,0.06
2008.08.19,7229.66,4603.06,6755.90,4630.00,7200.00,0.01,0.06
2008.08.20,7241.50,4612.39,6795.90,4635.00,7150.00,0.00,0.05
2008.08.21,7258.29,4607.37,6825.36,4635.00,7150.00,0.01,0.05
2008.08.22,7276.64,4615.02,6833.92,4635.00,7150.00,0.00,0.04
2008.08.25,7285.39,4620.57,6829.20,4645.00,7100.00,0.01,0.04
2008.08.26,7247.62,4637.21,6769.40,4650.00,7100.00,0.00,0.05
2008.08.27,7273.11,4623.98,6828.23,4700.00,7100.00,0.02,0.04
2008.08.28,7284.34,4634.13,6845.08,4700.00,7100.00,0.01,0.04
2008.08.29,7238.88,4611.12,6794.48,4685.00,7100.00,0.02,0.04
2008.09.01,7275.08,4634.17,6772.84,4715.00,7050.00,0.02,0.04
2008.09.02,7205.37,4629.63,6720.37,4715.00,7050.00,0.02,0.05
2008.09.03,7197.68,4636.73,6695.90,4715.00,7000.00,0.02,0.04
2008.09.04,7200.79,4628.91,6706.37,4715.00,7000.00,0.02,0.04
2008.09.05,7168.10,4635.00,6603.48,4725.00,7000.00,0.02,0.06
2008.09.08,7134.69,4622.71,6570.73,4715.00,6900.00,0.02,0.05
