,dts_gnf_off,usd_gnf_off,eur_gnf_off,usd_gnf_p,eur_gnf_p,usd_gnf_gap,eur_gnf_gap
2000.01.06,2418.37,1750.00,1814.40,,,,
2000.01.12,2466.99,1795.95,1841.93,,,,
2000.02.02,2441.27,1815.00,1762.37,,,,
2000.02.09,2435.63,1809.00,1791.45,,,,
2000.02.16,2384.69,1775.00,1735.60,,,,
2000.03.01,2239.28,1972.00,1624.18,,,,
2000.03.08,2236.97,1672.00,1603.95,,,,
2000.03.15,2283.68,1698.20,1633.67,,,,
2000.03.22,2257.78,1680.00,1629.77,,,,
2000.03.29,2257.33,1679.50,1620.21,,,,
2000.03.31,2159.28,1630.00,1525.52,,,,
2000.04.05,2096.27,1560.00,1487.93,,,,
2000.04.12,2105.25,1570.00,1506.26,,,,
2000.04.19,2125.76,1585.00,1512.09,,,,
2000.04.26,2127.27,1596.00,1484.60,,,,
2000.05.03,2108.32,1601.00,1459.47,,,,
2000.05.10,2117.77,1620.00,1454.43,,,,
2000.05.17,2132.64,1630.00,1477.60,,,,
2000.05.24,2152.95,1645.00,1480.50,,,,
2000.06.07,2164.98,1630.00,1546.06,,,,
2000.06.14,2173.22,1630.00,1562.03,,,,
2000.06.21,2166.84,1625.00,1549.94,,,,
2000.06.28,2158.63,1626.00,1528.60,,,,
2000.07.05,2181.13,1631.02,1558.60,,,,
2000.07.12,2190.89,1645.25,1567.43,,,,
2000.07.19,2173.96,1646.02,1539.52,,,,
2000.07.26,2210.92,1972.00,1573.35,,,,
2000.08.02,2222.00,1692.00,1567.47,,,,
2000.08.09,2233.74,1706.40,1543.78,,,,
2000.08.16,2280.67,1745.00,1572.42,,,,
2000.08.23,2346.77,1798.20,1613.49,,,,
2000.08.30,2387.83,1825.90,1636.49,,,,
2000.09.06,2342.99,1799.10,1598.68,,,,
2000.09.13,2353.15,1825.75,1571.79,,,,
2000.10.11,2374.14,1835.01,1600.31,,,,
2000.08.18,2406.23,1875.00,1593.00,,,,
2000.11.01,2405.17,1880.00,1582.40,,,,
2000.11.22,2452.43,1920.00,1627.01,,,,
2001.01.03,2478.11,1900.00,1790.37,,,,
2001.01.31,2479.30,1920.00,1765.82,,,,
2001.02.28,2489.38,1930.00,1768.46,,,,
2001.04.11,2471.32,1945.00,1754.00,,,,
2001.05.02,2475.09,1945.00,1754.97,,,,
2001.05.30,2442.34,1945.00,1669.59,,,,
2001.06.20,2431.29,1945.00,1665.50,,,,
2001.08.01,2479.84,1972.00,1725.70,,,,
2001.09.05,2515.65,1960.00,1778.11,,,,
2001.10.01,2533.85,1968.00,1805.44,,,,
2001.11.21,2498.79,1974.35,1746.31,2015.00,,,
2002.01.09,2488.64,1980.95,1764.04,,,,
2002.02.06,2452.34,1975.00,1707.19,,,,
2002.03.06,2455.27,1975.00,1708.18,,,,
2002.04.10,2468.15,1973.00,1728.94,,,,
2002.05.08,2517.73,1975.00,1802.19,,,,
2002.06.05,2548.76,1976.00,1852.50,,,,
2002.07.03,2628.30,1976.00,1970.54,,,,
2002.08.07,2606.52,1976.00,1932.53,,,,
2002.09.04,2631.49,1976.00,1965.53,,,,
2002.10.09,2601.09,1976.00,1939.24,,,,
2002.11.06,2620.18,1976.00,1967.10,2035.00,,,
2003.01.09,2672.53,1975.00,1985.00,,,,
2003.02.05,2713.87,1975.00,1990.00,,,,
2003.03.05,2720.10,1977.00,2158.69,,,,
2003.04.04,2719.43,1980.00,2156.41,,,,
2003.04.07,2763.80,1980.00,2246.10,,,,
2003.05.15,2781.68,1980.00,2276.80,,,,
2003.06.11,2805.07,1980.00,2316.40,,,,
2003.07.03,2796.15,1985.00,2289.69,,,,
2003.07.09,2770.29,1985.00,2248.23,,,,
2003.08.13,2767.13,1985.00,2245.43,,,,
2003.09.11,2767.54,1995.00,2221.43,,,,
2003.10.01,2859.58,2000.00,2330.39,,,,
2003.11.05,2841.42,2000.00,2293.59,,,,
2003.12.31,2961.24,2000.00,2499.19,2415.00,,,
2004.03.03,2969.46,2000.00,2496.79,2600.00,2850.00,0.23,0.12
2004.04.01,2961.02,2000.00,2444.80,2600.00,2850.00,0.23,0.14
2004.05.06,2927.50,2000.00,2425.21,2700.00,3000.00,0.26,0.19
2004.06.02,2941.76,2000.00,2446.21,2900.00,3150.00,0.31,0.22
2004.07.01,2932.44,2000.00,2431.00,2900.00,3200.00,0.31,0.24
2004.07.14,3701.23,2500.00,3093.02,2900.00,3200.00,0.14,0.03
2004.07.21,2929.33,2500.00,3096.27,2900.00,3200.00,0.14,0.03
2004.07.28,2932.05,2500.00,3042.00,2900.00,3500.00,0.14,0.13
2004.08.04,2931.40,2500.00,3005.50,2900.00,3500.00,0.14,0.14
2004.08.11,2931.74,2600.00,3192.54,3000.00,3600.00,0.13,0.11
2004.08.18,2930.91,2650.00,3268.55,3000.00,3700.00,0.12,0.12
2004.08.25,2930.33,2650.00,3216.84,3100.00,3800.00,0.15,0.15
2004.09.01,2930.30,2650.00,3209.41,3200.00,4000.00,0.17,0.20
2004.09.08,2930.07,2650.00,3200.93,3200.00,4000.00,0.17,0.20
2004.09.15,2932.45,2550.00,3120.43,3500.00,4000.00,0.27,0.22
2004.09.22,2931.19,2550.00,3130.36,2900.00,3950.00,0.12,0.21
2004.09.29,2932.05,2550.00,3146.92,2900.00,3950.00,0.12,0.20
2004.10.06,2931.27,2550.00,3137.51,3000.00,3950.00,0.15,0.21
2004.10.13,3742.20,2550.00,3139.56,3200.00,3950.00,0.20,0.21
2004.10.20,3785.75,2550.00,3198.64,3200.00,3950.00,0.20,0.19
2004.10.27,3824.08,2550.00,3260.42,3200.00,3950.00,0.20,0.17
2004.11.03,3815.18,2550.00,3239.77,3250.00,4000.00,0.22,0.19
2004.11.10,3843.41,2550.00,3292.31,3300.00,4070.00,0.23,0.19
2004.11.17,3852.95,2550.00,3307.59,3380.00,4200.00,0.25,0.21
2004.11.24,3516.61,2550.00,3337.69,3380.00,4300.00,0.25,0.22
2004.12.01,3516.35,2550.00,3390.22,3400.00,4450.00,0.25,0.24
2004.12.08,3516.89,2550.00,3431.28,3400.00,4400.00,0.25,0.22
2004.12.15,3516.62,2550.00,3395.82,3200.00,4400.00,0.20,0.23
2004.12.22,3516.62,2550.00,3415.49,3400.00,4400.00,0.25,0.22
2004.12.29,3516.29,2550.00,3470.05,3250.00,4350.00,0.22,0.20
2005.01.05,3516.33,2550.00,3408.07,3275.00,4300.00,0.22,0.21
2005.01.12,3516.19,2550.00,3351.47,3275.00,4300.00,0.22,0.22
2005.01.19,3516.38,2550.00,3305.56,3310.00,4200.00,0.23,0.21
2005.01.26,3516.99,2650.00,3451.64,3275.00,4200.00,0.19,0.18
2005.02.02,3516.75,2650.00,3452.17,3330.00,4150.00,0.20,0.17
2005.02.09,3516.60,2750.00,3510.09,3275.00,4200.00,0.16,0.16
2005.02.16,3516.71,2800.00,3644.48,3280.00,4235.00,0.15,0.14
2005.02.23,3516.04,2850.00,3760.01,3390.00,4380.00,0.16,0.14
2005.03.03,3516.32,2850.00,3733.78,3400.00,4300.00,0.16,0.13
2005.03.10,3516.96,2850.00,3775.13,3420.00,4420.00,0.17,0.15
2005.03.16,3516.04,3000.00,4011.87,3430.00,4430.00,0.13,0.09
2005.03.23,3516.04,3170.00,4176.47,3450.00,4440.00,0.08,0.06
2005.03.30,3516.81,3228.00,4177.99,3460.00,4450.00,0.07,0.06
2005.04.06,4944.61,3286.00,4225.80,3536.00,4550.00,0.07,0.07
2005.04.13,4811.31,3184.00,4134.42,3610.00,4593.00,0.12,0.10
2005.04.20,5037.59,3328.00,4325.08,3650.00,4650.00,0.09,0.07
2005.04.27,5232.37,3452.00,4481.03,3750.00,4700.00,0.08,0.05
2005.05.04,5222.38,3442.00,4445.14,3550.00,4550.00,0.03,0.02
2005.05.11,5256.00,3484.00,4478.33,3800.00,4800.00,0.08,0.07
2005.05.18,5209.82,3492.00,4412.48,3800.00,4800.00,0.08,0.08
2005.05.26,5423.08,3648.00,4583.37,3865.00,4865.00,0.06,0.06
2005.06.01,5410.12,3668.00,4523.02,3800.00,4500.00,0.03,-0.01
2005.06.08,5480.24,3708.00,4555.29,3900.00,4800.00,0.05,0.05
2005.06.15,5555.68,3796.00,4596.94,4000.00,4900.00,0.05,0.06
2005.06.22,5602.41,3830.00,4631.24,4100.00,5000.00,0.07,0.07
2005.06.29,5599.78,3827.00,4628.76,4100.00,5100.00,0.07,0.09
2005.07.06,5519.09,3822.00,4541.67,3900.00,5150.00,0.02,0.12
2005.07.13,5576.69,3824.00,4652.28,3900.00,5150.00,0.02,0.10
2005.07.20,5526.43,3826.00,4577.81,3900.00,5200.00,0.02,0.12
2005.07.27,5532.23,3823.00,4582.61,3850.00,5200.00,0.01,0.12
2005.08.03,5597.75,3833.00,4682.74,3900.00,5200.00,0.02,0.10
2005.08.10,5654.07,3856.00,4768.75,3900.00,5200.00,0.01,0.08
2005.08.25,5811.05,3970.00,4847.79,4100.00,5200.00,0.03,0.07
2005.08.31,5826.22,3991.00,4860.69,4150.00,5250.00,0.04,0.07
2005.09.07,5922.64,3998.00,4990.72,4150.00,5200.00,0.04,0.04
2005.09.14,5878.81,3999.00,4924.37,4150.00,5200.00,0.04,0.05
2005.09.21,5989.79,4091.00,5001.25,4200.00,5200.00,0.03,0.04
2005.09.28,5988.35,4133.00,4974.91,4200.00,5200.00,0.02,0.04
2005.10.05,5958.77,4125.00,4928.15,4200.00,5200.00,0.02,0.05
2005.10.12,5958.81,4130.00,4959.31,4150.00,5200.00,0.00,0.05
2005.10.19,6074.86,4214.00,5035.74,4200.00,5200.00,0.00,0.03
2005.10.26,6181.00,4269.00,5147.99,4200.00,5200.00,-0.02,0.01
2005.11.02,6180.91,4289.00,5143.37,4300.00,5200.00,0.00,0.01
2005.11.09,6172.89,4282.00,5024.93,4300.00,5200.00,0.00,0.03
2005.11.16,6106.81,4300.00,5021.12,4300.00,5200.00,0.00,0.03
2005.11.23,6177.46,4336.00,5090.90,4300.00,5200.00,-0.01,0.02
2005.11.30,6253.40,4391.00,5167.80,4400.00,5200.00,0.00,0.01
2005.12.07,6251.64,4403.00,5155.64,4500.00,5250.00,0.02,0.02
2005.12.14,6452.81,4480.00,5384.96,4495.00,5300.00,0.00,-0.02
2005.12.21,6481.59,4498.00,5250.09,4525.00,5350.00,0.01,0.02
2005.12.28,6442.84,4500.00,5300.38,4600.00,5400.00,0.02,0.02
2006.01.04,6492.95,4535.00,5374.88,4500.00,5300.00,-0.01,-0.01
2006.01.11,6604.69,4560.00,5501.18,4600.00,5300.00,0.01,-0.04
2006.01.18,6649.42,4600.00,5554.50,4630.00,5480.00,0.01,-0.01
2006.01.25,6627.37,4550.00,5583.76,4630.00,5550.00,0.02,-0.01
2006.02.01,6556.33,4536.00,5496.72,4600.00,5550.00,0.01,0.01
2006.02.08,6555.86,4562.00,5462.08,4630.00,5550.00,0.01,0.02
2006.02.15,6867.30,4790.00,5700.69,4900.00,5700.00,0.02,0.00
2006.02.22,6592.20,4602.00,5479.14,4650.00,5700.00,0.01,0.04
2006.02.23,6502.53,4597.00,5396.00,4600.00,5700.00,0.00,0.05
2006.02.24,6543.88,4552.00,5442.82,4550.00,5700.00,0.00,0.05
2006.03.07,6543.88,4552.00,5442.82,4650.00,5700.00,0.02,0.05
2006.03.08,6734.13,4700.00,5599.11,4750.00,5700.00,0.01,0.02
2006.03.09,6689.21,4667.00,5560.26,4500.00,5700.00,-0.04,0.02
2006.03.10,6600.44,4600.00,5483.20,4750.00,5300.00,0.03,-0.03
2006.03.13,6685.41,4665.00,5560.22,4700.00,5300.00,0.01,-0.05
2006.03.14,6724.12,4697.00,5599.76,4700.00,5300.00,0.00,-0.06
2006.03.15,6728.88,4692.00,5606.00,4700.00,5300.00,0.00,-0.06
2006.03.16,6747.39,4688.00,5637.79,4700.00,5300.00,0.00,-0.06
2006.03.17,6781.48,4706.00,5679.67,4750.00,5300.00,0.01,-0.07
2006.03.20,6812.50,4704.00,5731.82,4700.00,5300.00,0.00,-0.08
2006.03.21,6802.15,4699.00,5720.56,4700.00,5300.00,0.00,-0.08
2006.03.22,6803.62,4707.43,5716.18,4800.00,5300.00,0.02,-0.08
2006.03.23,6800.94,4716.00,5691.74,4800.00,5300.00,0.02,-0.07
2006.03.24,6771.38,4720.00,5649.37,4800.00,5900.00,0.02,0.04
2006.03.27,6745.56,4702.00,5627.82,4750.00,5900.00,0.01,0.05
2006.03.28,6805.74,4725.00,5681.81,4800.00,5950.00,0.02,0.05
2006.03.29,6817.85,4729.00,5714.52,4800.00,5950.00,0.01,0.04
2006.03.30,6788.01,4721.00,5670.87,4900.00,5950.00,0.04,0.05
2006.03.31,6795.41,4717.00,5705.68,4800.00,5870.00,0.02,0.03
2006.04.04,6770.10,4708.00,5679.26,4800.00,5870.00,0.02,0.03
2006.04.05,6804.09,4710.00,5754.21,4880.00,5870.00,0.03,0.02
2006.04.06,6840.70,4720.00,5787.66,4950.00,5870.00,0.05,0.01
2006.04.07,6825.48,4701.00,5787.87,4900.00,5880.00,0.04,0.02
2006.04.10,6785.91,4694.00,5716.82,4870.00,5800.00,0.04,0.01
2006.04.12,6774.85,4702.00,5691.77,4850.00,5950.00,0.03,0.04
2006.04.13,6856.50,4748.00,5756.95,5000.00,6000.00,0.05,0.04
2006.04.14,6918.81,4800.00,5805.12,4990.00,5990.00,0.04,0.03
2006.04.18,7024.03,4840.00,5893.41,5050.00,6200.00,0.04,0.05
2006.04.19,7015.32,4836.00,5925.07,5050.00,6200.00,0.04,0.04
2006.04.20,7032.02,4828.00,5960.65,5050.00,6200.00,0.04,0.04
2006.04.21,7012.32,4821.00,5952.00,4975.00,6200.00,0.03,0.04
2006.04.24,7003.53,4815.00,5929.68,4950.00,6000.00,0.03,0.01
2006.04.25,7047.72,4824.00,5964.88,5000.00,6000.00,0.04,0.01
2006.04.26,7061.10,4831.00,6002.51,4950.00,6000.00,0.02,0.00
2006.04.27,7043.90,4820.00,5988.85,4950.00,6000.00,0.03,0.00
2006.04.28,7060.22,4825.00,5989.75,4950.00,6000.00,0.03,0.00
2006.05.02,7127.94,4827.00,6074.73,5000.00,6000.00,0.03,-0.01
2006.05.03,7139.07,4831.00,6107.84,5050.00,6150.00,0.04,0.01
2006.05.04,7127.86,4822.00,6086.33,4925.00,6150.00,0.02,0.01
2006.05.05,7128.22,4829.00,6080.68,4925.00,6150.00,0.02,0.01
2006.05.08,7158.50,4835.00,6134.65,4950.00,6150.00,0.02,0.00
2006.05.09,7203.79,4838.00,6171.35,4900.00,6150.00,0.01,0.00
2006.05.10,7175.66,4833.00,6136.46,4900.00,6200.00,0.01,0.01
2006.05.12,7182.92,4830.00,6141.82,4900.00,6200.00,0.01,0.01
2006.05.15,7233.35,4819.00,6223.25,4950.00,6200.00,0.03,0.00
2006.05.16,7229.96,4841.00,6209.07,5000.00,6300.00,0.03,0.01
2006.05.17,7292.45,4881.00,6255.98,4975.00,6250.00,0.02,0.00
2006.05.18,7310.35,4900.00,6257.30,4980.00,6250.00,0.02,0.00
2006.05.19,7251.49,4869.00,6216.25,5000.00,6250.00,0.03,0.01
2006.05.22,7273.83,4884.00,6235.41,5000.00,6350.00,0.02,0.02
2006.05.23,7266.53,4881.00,6224.74,5000.00,6350.00,0.02,0.02
2006.05.24,7323.88,4903.00,6295.94,5100.00,6350.00,0.04,0.01
2006.05.26,7310.70,4912.00,6265.25,5100.00,6350.00,0.04,0.01
2006.05.29,7325.31,4914.00,6288.45,5150.00,6350.00,0.05,0.01
2006.05.30,7375.65,4960.00,6327.96,5150.00,6350.00,0.04,0.00
2006.05.31,7460.62,4995.00,6413.07,5150.00,6425.00,0.03,0.00
2006.06.01,7464.92,4996.00,6428.85,5200.00,6450.00,0.04,0.00
2006.06.02,7446.01,5010.00,6380.73,5100.00,6425.00,0.02,0.01
2006.06.05,7465.42,5014.00,6425.44,5150.00,6500.00,0.03,0.01
2006.06.06,7512.89,5015.00,6498.43,5200.00,6550.00,0.04,0.01
2006.06.07,7559.04,5065.00,6507.01,5250.00,6560.00,0.04,0.01
2006.06.19,7498.19,5072.00,6416.59,5250.00,6500.00,0.03,0.01
2006.06.20,7484.76,5079.00,6394.97,5200.00,6500.00,0.02,0.02
2006.06.21,7510.78,5099.00,6397.21,5200.00,6500.00,0.02,0.02
2006.06.22,7520.57,5095.00,6436.00,5200.00,6500.00,0.02,0.01
2006.06.26,7474.77,5088.00,6361.02,5350.00,6675.00,0.05,0.05
2006.06.27,7474.49,5084.00,6386.01,5300.00,6650.00,0.04,0.04
2006.06.28,7473.86,5085.00,6390.32,5280.00,6650.00,0.04,0.04
2006.06.29,7480.67,5089.00,6396.87,5280.00,6650.00,0.04,0.04
2006.06.30,7477.10,5096.00,6384.77,5200.00,6650.00,0.02,0.04
2006.07.03,7519.63,5083.00,6462.02,5200.00,6650.00,0.02,0.03
2006.07.04,7532.95,5092.00,6473.46,5220.00,6620.00,0.02,0.02
2006.07.05,7540.34,5097.00,6479.82,5200.00,6650.00,0.02,0.03
2006.07.06,7541.84,5087.00,6508.30,5200.00,6650.00,0.02,0.02
2006.07.07,7534.78,5093.00,6485.93,5250.00,6650.00,0.03,0.02
2006.07.10,7540.81,5087.00,6500.17,5275.00,6675.00,0.04,0.03
2006.07.12,7546.48,5095.00,6488.99,5280.00,6580.00,0.04,0.01
2006.07.13,7417.49,5010.00,6373.72,5210.00,6590.00,0.04,0.03
2006.07.14,7379.42,4994.00,6338.38,5020.00,6650.00,0.01,0.05
2006.07.17,7461.96,5054.00,6401.40,5100.00,6685.00,0.01,0.04
2006.07.18,7411.37,5051.00,6334.46,5200.00,6685.00,0.03,0.05
2006.07.19,7461.10,5081.00,6367.00,5300.00,6700.00,0.04,0.05
2006.07.20,7442.35,5077.00,6337.11,5275.00,6700.00,0.04,0.05
2006.07.21,7843.02,5320.00,6726.07,5700.00,6900.00,0.07,0.03
2006.07.24,7905.20,5348.00,6781.27,5650.00,6995.00,0.05,0.03
2006.07.25,7976.81,5410.00,6834.45,5700.00,6850.00,0.05,0.00
2006.07.26,7950.69,5389.00,6809.54,5650.00,6900.00,0.05,0.01
2006.07.27,8171.31,5551.00,6987.04,5850.00,6900.00,0.05,-0.01
2006.07.28,8276.42,5584.00,7112.34,5850.00,6950.00,0.05,-0.02
2006.07.31,8145.42,5510.00,6977.86,5900.00,7000.00,0.07,0.00
2006.08.01,8324.48,5610.00,7162.29,5900.00,7000.00,0.05,-0.02
2006.08.02,8273.90,5574.00,7111.87,5900.00,7000.00,0.06,-0.02
2006.08.03,7737.88,5205.00,6661.36,5900.00,7000.00,0.12,0.05
2006.08.04,8542.48,5756.00,7356.74,5900.00,7000.00,0.02,-0.05
2006.08.07,8550.87,5753.00,7359.24,5600.00,7000.00,-0.03,-0.05
2006.08.08,8115.07,5438.00,6987.83,5500.00,7000.00,0.01,0.00
2006.08.09,8599.42,5768.00,7405.54,5400.00,7350.00,-0.07,-0.01
2006.08.10,8258.77,5530.00,7122.08,5400.00,7250.00,-0.02,0.02
2006.08.11,8714.59,5845.00,7514.92,5400.00,7250.00,-0.08,-0.04
2006.08.14,8412.97,5664.00,7235.76,5600.00,7350.00,-0.01,0.02
2006.08.16,8387.46,5660.00,7202.35,5500.00,7450.00,-0.03,0.03
2006.08.17,8362.88,5632.00,7205.02,5600.00,7450.00,-0.01,0.03
2006.08.18,8346.70,5600.00,7212.24,5650.00,7450.00,0.01,0.03
2006.08.21,8315.23,5593.00,7160.16,5600.00,7450.00,0.00,0.04
2006.08.22,8312.52,5576.00,7203.63,5650.00,7450.00,0.01,0.03
2006.08.23,8302.39,5581.00,7150.38,5700.00,7350.00,0.02,0.03
2006.08.24,8303.53,5586.00,7156.79,5650.00,7250.00,0.01,0.01
2006.08.25,8298.97,5580.00,7159.70,5650.00,7250.00,0.01,0.01
2006.08.29,8298.16,5590.00,7155.20,5800.00,7300.00,0.04,0.02
2006.08.30,8319.77,5598.00,7169.92,5700.00,7350.00,0.02,0.02
2006.08.31,8297.14,5582.00,7155.00,5750.00,7400.00,0.03,0.03
2006.09.01,8317.88,5588.00,7181.14,5750.00,7400.00,0.03,0.03
2006.09.04,8316.40,5596.00,7172.39,5750.00,7400.00,0.03,0.03
2006.09.05,8243.58,5547.00,7109.59,5700.00,7400.00,0.03,0.04
2006.09.08,8292.19,5589.00,7115.36,5700.00,7400.00,0.02,0.04
2006.09.11,8275.60,5592.00,7109.11,5700.00,7400.00,0.02,0.04
2006.09.12,8271.86,5594.00,7111.65,5700.00,7400.00,0.02,0.04
2006.09.13,8279.44,5598.00,7114.49,5700.00,7400.00,0.02,0.04
2006.09.14,8262.22,5591.00,7087.71,5695.00,7400.00,0.02,0.04
2006.09.15,8255.18,5578.00,7096.89,5695.00,7400.00,0.02,0.04
2006.09.18,8258.65,5586.00,7080.25,5695.00,7400.00,0.02,0.04
2006.09.19,8255.31,5593.00,7083.54,5695.00,7400.00,0.02,0.04
2006.09.20,8265.72,5595.00,7079.91,5695.00,7500.00,0.02,0.06
2006.09.21,8264.19,5590.00,7085.89,5695.00,7400.00,0.02,0.04
2006.09.22,8300.72,5596.00,7124.27,5695.00,7400.00,0.02,0.04
2006.09.25,8328.70,5598.00,7174.96,5700.00,7450.00,0.02,0.04
2006.09.26,8307.93,5595.00,7143.70,5750.00,7450.00,0.03,0.04
2006.09.27,8292.81,5597.00,7105.39,5750.00,7450.00,0.03,0.05
2006.09.28,8283.20,5596.00,7097.97,5750.00,7450.00,0.03,0.05
2006.09.29,8283.20,5598.00,7116.74,5800.00,7450.00,0.03,0.04
2006.10.03,8255.14,5588.00,7088.38,5800.00,7450.00,0.04,0.05
2006.10.04,8292.93,5598.00,7130.18,5800.00,7450.00,0.03,0.04
2006.10.05,8261.90,5593.00,7094.16,5800.00,7450.00,0.04,0.05
2006.10.06,8284.34,5598.00,7121.22,5800.00,7450.00,0.03,0.04
2006.10.11,8219.46,5596.00,7016.27,5900.00,7450.00,0.05,0.06
2006.10.12,8210.56,5592.00,7014.04,5900.00,7450.00,0.05,0.06
2006.10.13,8213.49,5597.00,7013.60,5900.00,7450.00,0.05,0.06
2006.10.18,8226.26,5599.00,7012.19,5950.00,7450.00,0.06,0.06
2006.10.23,8231.53,5583.00,7044.63,5860.00,7500.00,0.05,0.06
2006.10.25,8213.66,5592.00,7012.93,5900.00,7650.00,0.05,0.08
2006.10.26,8236.44,5595.00,7038.51,5920.00,7500.00,0.05,0.06
2006.11.07,8282.38,5598.00,7110.58,5980.00,7700.00,0.06,0.08
2006.11.08,8290.08,5590.00,7130.05,5950.00,7680.00,0.06,0.07
2006.11.09,8316.36,5599.00,7153.28,5980.00,7720.00,0.06,0.07
2006.11.10,8311.07,5600.00,7165.76,6000.00,7850.00,0.07,0.09
2006.11.13,8333.97,5594.00,7196.12,5890.00,7780.00,0.05,0.08
2006.11.14,8319.51,5597.00,7180.95,5800.00,7780.00,0.04,0.08
2006.11.15,8317.98,5600.00,7181.44,5850.00,7780.00,0.04,0.08
2006.11.16,8388.63,5659.00,7238.99,5825.00,7790.00,0.03,0.07
2006.11.17,8366.11,5639.00,7220.18,5800.00,7800.00,0.03,0.07
2006.11.20,8347.10,5635.00,7198.15,5850.00,7850.00,0.04,0.08
2006.11.21,8413.60,5665.00,7274.43,5900.00,7880.00,0.04,0.08
2006.11.22,8424.99,5675.00,7271.95,5950.00,7950.00,0.05,0.09
2006.11.23,8434.72,5664.00,7298.63,5950.00,7950.00,0.05,0.08
2006.11.24,8455.57,5678.00,7316.67,5900.00,8000.00,0.04,0.09
2006.11.27,8486.84,5699.00,7343.73,5950.00,8000.00,0.04,0.08
2006.11.28,8542.85,5683.00,7452.68,5950.00,8100.00,0.04,0.08
2006.11.29,8552.23,5685.00,7474.07,6000.00,8000.00,0.05,0.07
2006.11.30,8569.04,5690.00,7486.33,6000.00,8000.00,0.05,0.06
2006.12.01,8589.52,5697.00,7520.04,6000.00,8000.00,0.05,0.06
2006.12.04,8906.48,5895.00,7807.34,6250.00,8350.00,0.06,0.07
2006.12.05,8914.97,5882.00,7828.35,6300.00,8500.00,0.07,0.08
2006.12.06,9081.93,5987.00,7981.27,6350.00,8550.00,0.06,0.07
2006.12.07,9070.88,5990.00,7951.12,6300.00,8550.00,0.05,0.07
2006.12.08,9041.93,5970.00,7938.31,6400.00,8550.00,0.07,0.07
2006.12.11,9943.16,6574.00,8727.64,6700.00,8850.00,0.02,0.01
2006.12.12,9556.15,6345.00,8360.80,6600.00,8650.00,0.04,0.03
2006.12.13,9549.77,6328.00,8380.80,6750.00,8700.00,0.06,0.04
2006.12.14,9247.59,6119.00,7931.90,6650.00,8650.00,0.08,0.08
2006.12.15,9127.36,6059.00,7993.03,6630.00,8650.00,0.09,0.08
2006.12.18,9056.32,6030.00,7902.92,6700.00,8700.00,0.10,0.09
2006.12.19,9282.08,6184.00,8097.95,6750.00,8750.00,0.08,0.07
2006.12.20,9301.28,6180.00,8131.64,6750.00,8750.00,0.08,0.07
2006.12.21,9023.81,5985.00,7901.99,6650.00,8250.00,0.10,0.04
2006.12.22,9016.44,5990.00,7893.62,6600.00,8150.00,0.09,0.03
2006.12.26,8582.97,5700.00,7519.44,6250.00,8100.00,0.09,0.07
2006.12.27,8507.68,5650.00,7453.48,6200.00,8000.00,0.09,0.07
2006.12.28,8501.08,5653.00,7438.78,6125.00,8000.00,0.08,0.07
2006.12.29,8492.83,5650.00,7442.74,6125.00,7950.00,0.08,0.06
2007.01.02,8484.83,5640.00,7427.88,6150.00,8000.00,0.08,0.07
2007.01.03,8492.35,5645.00,7434.47,6200.00,8150.00,0.09,0.09
2007.01.04,8504.50,5650.00,7475.52,6200.00,8200.00,0.09,0.09
2007.01.05,8492.07,5665.00,7424.55,6250.00,8250.00,0.09,0.10
2007.01.08,8502.09,5670.00,7418.62,6350.00,8350.00,0.11,0.11
2007.01.09,8485.41,5675.00,7380.91,6350.00,8350.00,0.11,0.12
2007.01.29,8637.74,5800.00,7482.58,6200.00,8200.00,0.06,0.09
2007.01.30,8519.63,5720.00,7390.81,6100.00,8000.00,0.06,0.08
2007.01.31,8502.36,5700.00,7394.04,6100.00,8000.00,0.07,0.08
2007.02.01,8478.97,5690.00,7370.83,6050.00,8000.00,0.06,0.08
2007.02.02,8505.54,5685.00,7401.87,5995.00,7995.00,0.05,0.07
2007.02.05,8227.25,5500.00,7161.00,5550.00,7500.00,0.01,0.05
2007.02.06,7755.02,5200.00,6673.75,5250.00,7150.00,0.01,0.07
2007.02.07,7797.01,5220.00,6762.51,5250.00,7150.00,0.01,0.05
2007.02.08,7818.95,5230.00,6792.20,5300.00,7250.00,0.01,0.06
2007.02.09,7807.08,5225.00,6787.80,5280.00,7250.00,0.01,0.06
2007.02.27,7836.39,5220.00,6869.52,5300.00,7000.00,0.02,0.02
2007.02.28,7873.23,5230.00,6919.29,5300.00,7000.00,0.01,0.01
2007.03.01,7899.76,5250.00,6935.78,5350.00,7100.00,0.02,0.02
2007.03.02,7928.31,5260.00,6956.35,5400.00,7300.00,0.03,0.05
2007.03.05,7906.83,5255.00,6917.16,5400.00,7300.00,0.03,0.05
2007.03.06,7903.68,5263.00,6885.59,5450.00,7350.00,0.03,0.06
2007.03.07,7915.15,5270.00,6903.70,5450.00,7350.00,0.03,0.06
2007.03.08,7874.64,5240.00,6891.65,5500.00,7450.00,0.05,0.07
2007.03.09,7867.13,5235.00,6885.08,5450.00,7400.00,0.04,0.07
2007.03.12,7888.44,5250.00,6906.37,5500.00,7450.00,0.05,0.07
2007.03.13,7900.96,5255.00,6913.47,5500.00,7450.00,0.04,0.07
2007.03.14,7894.59,5248.00,6936.80,5450.00,7460.00,0.04,0.07
2007.03.15,7885.90,5240.00,6907.89,5350.00,7350.00,0.02,0.06
